#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BRCA2	HSP90AA1	9606.ENSP00000369497	9606.ENSP00000335153	0	0	0	0	0.042	0.435	0	0.371	0.629
BRCA2	MEN1	9606.ENSP00000369497	9606.ENSP00000337088	0	0	0	0	0	0	0	0.519	0.519
BRCA2	SMAD4	9606.ENSP00000369497	9606.ENSP00000341551	0	0	0	0	0	0	0	0.672	0.672
BRCA2	ERBB4	9606.ENSP00000369497	9606.ENSP00000342235	0	0	0	0	0	0	0	0.429	0.429
BRCA2	NF1	9606.ENSP00000369497	9606.ENSP00000351015	0	0	0	0	0.050	0	0	0.748	0.750
BRCA2	MTOR	9606.ENSP00000369497	9606.ENSP00000354558	0	0	0	0	0	0	0	0.407	0.407
BRCA2	GNAS	9606.ENSP00000369497	9606.ENSP00000360141	0	0	0	0	0	0	0	0.447	0.447
BRCA2	PTEN	9606.ENSP00000369497	9606.ENSP00000361021	0	0	0	0	0	0	0	0.877	0.877
BRCA2	JAK2	9606.ENSP00000369497	9606.ENSP00000371067	0	0	0	0	0.063	0	0	0.386	0.400
BRCA2	PIK3R1	9606.ENSP00000369497	9606.ENSP00000428056	0	0	0	0	0	0	0	0.419	0.418
BRCA2	HRAS	9606.ENSP00000369497	9606.ENSP00000407586	0	0	0	0	0	0	0	0.480	0.480
BRCA2	FAT1	9606.ENSP00000369497	9606.ENSP00000406229	0	0	0	0	0	0	0	0.490	0.489
BRCA2	FAT4	9606.ENSP00000369497	9606.ENSP00000377862	0	0	0	0	0	0	0	0.495	0.495
BRCA2	FBXW7	9606.ENSP00000369497	9606.ENSP00000474725	0	0	0	0	0	0	0	0.503	0.503
BRCA2	MAP2K4	9606.ENSP00000369497	9606.ENSP00000410402	0	0	0	0	0	0	0	0.562	0.562
BRCA2	NOTCH1	9606.ENSP00000369497	9606.ENSP00000498587	0	0	0	0	0.049	0	0	0.566	0.569
BRCA2	FGFR2	9606.ENSP00000369497	9606.ENSP00000410294	0	0	0	0	0	0	0	0.581	0.581
BRCA2	MAP3K1	9606.ENSP00000369497	9606.ENSP00000382423	0	0	0	0	0.048	0	0	0.645	0.648
BRCA2	CTCF	9606.ENSP00000369497	9606.ENSP00000494538	0	0	0	0	0.044	0	0	0.676	0.677
BRCA2	ESR1	9606.ENSP00000369497	9606.ENSP00000405330	0	0	0	0	0	0	0	0.723	0.723
BRCA2	CDKN2A	9606.ENSP00000369497	9606.ENSP00000418915	0	0	0	0	0.043	0	0	0.805	0.806
BRCA2	POLD1	9606.ENSP00000369497	9606.ENSP00000472445	0	0	0	0	0.134	0	0.540	0.761	0.896
BRCA2	CHEK2	9606.ENSP00000369497	9606.ENSP00000372023	0	0	0	0	0.100	0.532	0	0.968	0.985
CASP8	CDKN1B	9606.ENSP00000351273	9606.ENSP00000228872	0	0	0	0	0.074	0.225	0	0.514	0.621
CASP8	KRAS	9606.ENSP00000351273	9606.ENSP00000256078	0	0	0	0	0.055	0.053	0	0.465	0.480
CASP8	CDH1	9606.ENSP00000351273	9606.ENSP00000261769	0	0	0	0	0.060	0	0	0.686	0.692
CASP8	CREBBP	9606.ENSP00000351273	9606.ENSP00000262367	0	0	0	0	0.074	0	0	0.527	0.544
CASP8	EP300	9606.ENSP00000351273	9606.ENSP00000263253	0	0	0	0	0.067	0	0	0.578	0.589
CASP8	PIK3CA	9606.ENSP00000351273	9606.ENSP00000263967	0	0	0	0	0.056	0.053	0	0.473	0.488
CASP8	RB1	9606.ENSP00000351273	9606.ENSP00000267163	0	0	0	0	0.056	0.292	0	0.324	0.508
CASP8	TP53	9606.ENSP00000351273	9606.ENSP00000269305	0	0	0	0	0.086	0.292	0.900	0.879	0.991
CASP8	ERBB2	9606.ENSP00000351273	9606.ENSP00000269571	0	0	0	0	0.054	0	0	0.532	0.538
CASP8	EGFR	9606.ENSP00000351273	9606.ENSP00000275493	0	0	0	0	0.054	0	0	0.734	0.737
CASP8	HSP90AA1	9606.ENSP00000351273	9606.ENSP00000335153	0	0	0	0	0.042	0.057	0	0.687	0.692
CASP8	MAP2K4	9606.ENSP00000351273	9606.ENSP00000410402	0	0	0	0	0.105	0.045	0	0.364	0.409
CASP8	HRAS	9606.ENSP00000351273	9606.ENSP00000407586	0	0	0	0	0.055	0.053	0	0.450	0.465
CASP8	CHEK2	9606.ENSP00000351273	9606.ENSP00000372023	0	0	0	0	0.049	0	0	0.481	0.485
CASP8	NOTCH1	9606.ENSP00000351273	9606.ENSP00000498587	0	0	0	0	0.043	0.061	0	0.486	0.498
CASP8	MAP3K1	9606.ENSP00000351273	9606.ENSP00000382423	0	0	0	0	0.134	0	0	0.446	0.499
CASP8	JAK2	9606.ENSP00000351273	9606.ENSP00000371067	0	0	0	0	0.111	0.067	0	0.471	0.523
CASP8	CDKN2A	9606.ENSP00000351273	9606.ENSP00000418915	0	0	0	0	0	0.076	0	0.571	0.586
CASP8	PIK3R1	9606.ENSP00000351273	9606.ENSP00000428056	0	0	0	0	0.049	0	0	0.595	0.598
CASP8	MTOR	9606.ENSP00000351273	9606.ENSP00000354558	0	0	0	0	0	0.180	0	0.545	0.611
CASP8	JAK1	9606.ENSP00000351273	9606.ENSP00000499900	0	0	0	0	0.163	0.067	0	0.569	0.634
CASP8	FAT1	9606.ENSP00000351273	9606.ENSP00000406229	0	0	0	0	0	0	0	0.643	0.643
CASP8	ESR1	9606.ENSP00000351273	9606.ENSP00000405330	0	0	0	0	0.046	0	0	0.689	0.690
CASP8	PTEN	9606.ENSP00000351273	9606.ENSP00000361021	0	0	0	0	0.049	0.174	0	0.744	0.781
CASP8	CYLD	9606.ENSP00000351273	9606.ENSP00000392025	0	0	0	0	0.071	0.304	0.900	0.625	0.972
CBFB	KRAS	9606.ENSP00000415151	9606.ENSP00000256078	0	0	0	0	0.060	0.046	0.400	0.226	0.528
CBFB	KMT2C	9606.ENSP00000415151	9606.ENSP00000262189	0	0	0	0	0.047	0	0.500	0.055	0.510
CBFB	CREBBP	9606.ENSP00000415151	9606.ENSP00000262367	0	0	0	0	0.127	0	0.500	0.173	0.607
CBFB	EP300	9606.ENSP00000415151	9606.ENSP00000263253	0	0	0	0	0.049	0	0.500	0.614	0.800
CBFB	MECOM	9606.ENSP00000415151	9606.ENSP00000264674	0	0	0	0	0	0.045	0	0.590	0.591
CBFB	RB1	9606.ENSP00000415151	9606.ENSP00000267163	0	0	0	0	0.129	0	0.500	0.072	0.560
CBFB	TP53	9606.ENSP00000415151	9606.ENSP00000269305	0	0	0	0	0.047	0	0	0.592	0.594
CBFB	RUNX1	9606.ENSP00000415151	9606.ENSP00000300305	0	0	0	0	0.048	0.995	0.900	0.999	0.999
CBFB	KMT2D	9606.ENSP00000415151	9606.ENSP00000301067	0	0	0	0	0.049	0	0.500	0	0.504
CBFB	PPM1D	9606.ENSP00000415151	9606.ENSP00000306682	0	0	0	0	0.056	0	0.750	0.070	0.761
CBFB	SMAD4	9606.ENSP00000415151	9606.ENSP00000341551	0	0	0	0	0.107	0	0.500	0.136	0.581
CBFB	GATA3	9606.ENSP00000415151	9606.ENSP00000368632	0	0	0	0	0	0	0.500	0.475	0.726
CBFB	SMARCD1	9606.ENSP00000415151	9606.ENSP00000378414	0	0	0	0	0.067	0	0.500	0.125	0.556
CBFB	MYH11	9606.ENSP00000415151	9606.ENSP00000379616	0	0	0	0	0	0	0	0.978	0.978
CBFB	ESR1	9606.ENSP00000415151	9606.ENSP00000405330	0	0	0	0	0	0.048	0.500	0.164	0.567
CBFB	FOXP1	9606.ENSP00000415151	9606.ENSP00000484803	0	0	0	0	0	0.085	0	0.419	0.445
CD209	KRAS	9606.ENSP00000315477	9606.ENSP00000256078	0	0	0	0	0	0.070	0.500	0.078	0.534
CD209	CSF1R	9606.ENSP00000315477	9606.ENSP00000286301	0	0	0	0	0.196	0.045	0	0.379	0.482
CD209	HRAS	9606.ENSP00000315477	9606.ENSP00000407586	0	0	0	0	0	0.070	0.500	0.064	0.527
CDH1	CDKN1B	9606.ENSP00000261769	9606.ENSP00000228872	0	0	0	0	0	0	0	0.511	0.511
CDH1	FOXA1	9606.ENSP00000261769	9606.ENSP00000250448	0	0	0	0	0.134	0	0	0.520	0.566
CDH1	KRAS	9606.ENSP00000261769	9606.ENSP00000256078	0	0	0	0	0	0.135	0	0.693	0.723
CDH1	NOTCH2	9606.ENSP00000261769	9606.ENSP00000256646	0	0	0	0	0	0.103	0	0.481	0.515
CDH1	PTPRD	9606.ENSP00000261769	9606.ENSP00000370593	0	0	0	0	0	0.337	0	0.138	0.404
CDH1	FBXW7	9606.ENSP00000261769	9606.ENSP00000474725	0	0	0	0	0	0	0	0.417	0.416
CDH1	ELN	9606.ENSP00000261769	9606.ENSP00000351807	0	0	0	0	0	0	0	0.433	0.433
CDH1	RB1	9606.ENSP00000261769	9606.ENSP00000267163	0	0	0	0	0	0	0	0.474	0.474
CDH1	DNMT3A	9606.ENSP00000261769	9606.ENSP00000264709	0	0	0	0	0	0.048	0	0.475	0.478
CDH1	NTRK1	9606.ENSP00000261769	9606.ENSP00000431418	0	0	0	0	0	0.067	0	0.469	0.483
CDH1	FGFR2	9606.ENSP00000261769	9606.ENSP00000410294	0	0	0	0	0.067	0.045	0	0.480	0.496
CDH1	ERBB4	9606.ENSP00000261769	9606.ENSP00000342235	0	0	0	0	0.055	0.071	0	0.477	0.501
CDH1	JAK2	9606.ENSP00000261769	9606.ENSP00000371067	0	0	0	0	0	0.067	0	0.507	0.520
CDH1	NUMA1	9606.ENSP00000261769	9606.ENSP00000377298	0	0	0	0	0.042	0	0	0.525	0.525
CDH1	HRAS	9606.ENSP00000261769	9606.ENSP00000407586	0	0	0	0	0	0.166	0	0.482	0.550
CDH1	GATA3	9606.ENSP00000261769	9606.ENSP00000368632	0	0	0	0	0.063	0	0	0.541	0.551
CDH1	PIK3CA	9606.ENSP00000261769	9606.ENSP00000263967	0	0	0	0	0	0	0	0.575	0.575
CDH1	MEN1	9606.ENSP00000261769	9606.ENSP00000337088	0	0	0	0	0	0.052	0.500	0.220	0.597
CDH1	EP300	9606.ENSP00000261769	9606.ENSP00000263253	0	0	0	0	0.042	0.298	0	0.453	0.600
CDH1	LATS1	9606.ENSP00000261769	9606.ENSP00000437550	0	0	0	0	0	0	0	0.659	0.659
CDH1	NOTCH1	9606.ENSP00000261769	9606.ENSP00000498587	0	0	0	0	0.042	0.103	0	0.637	0.661
CDH1	MTOR	9606.ENSP00000261769	9606.ENSP00000354558	0	0	0	0	0	0.071	0	0.663	0.673
CDH1	HSP90AA1	9606.ENSP00000261769	9606.ENSP00000335153	0	0	0	0	0.042	0.405	0	0.482	0.679
CDH1	CDKN2A	9606.ENSP00000261769	9606.ENSP00000418915	0	0	0	0	0	0.046	0	0.712	0.713
CDH1	CREBBP	9606.ENSP00000261769	9606.ENSP00000262367	0	0	0	0	0	0.595	0	0.392	0.744
CDH1	KDR	9606.ENSP00000261769	9606.ENSP00000263923	0	0	0	0	0.042	0.045	0	0.779	0.780
CDH1	ESR1	9606.ENSP00000261769	9606.ENSP00000405330	0	0	0	0	0.045	0	0	0.802	0.803
CDH1	SMAD4	9606.ENSP00000261769	9606.ENSP00000341551	0	0	0	0	0	0.045	0	0.803	0.804
CDH1	KLF4	9606.ENSP00000261769	9606.ENSP00000363804	0	0	0	0	0	0.292	0	0.742	0.809
CDH1	TP53	9606.ENSP00000261769	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.852	0.853
CDH1	ERBB3	9606.ENSP00000261769	9606.ENSP00000267101	0	0	0	0	0.204	0.108	0	0.813	0.856
CDH1	PTEN	9606.ENSP00000261769	9606.ENSP00000361021	0	0	0	0	0.053	0	0	0.929	0.930
CDH1	ERBB2	9606.ENSP00000261769	9606.ENSP00000269571	0	0	0	0	0.139	0.108	0	0.964	0.970
CDH1	EGFR	9606.ENSP00000261769	9606.ENSP00000275493	0	0	0	0	0.055	0.815	0	0.995	0.999
CDKN1B	MYH9	9606.ENSP00000228872	9606.ENSP00000216181	0	0	0	0	0	0	0.500	0.130	0.546
CDKN1B	MAP3K1	9606.ENSP00000228872	9606.ENSP00000382423	0	0	0	0	0.098	0	0	0.368	0.405
CDKN1B	MAP2K4	9606.ENSP00000228872	9606.ENSP00000410402	0	0	0	0	0.217	0	0	0.273	0.407
CDKN1B	ERBB3	9606.ENSP00000228872	9606.ENSP00000267101	0	0	0	0	0	0	0	0.417	0.417
CDKN1B	NF1	9606.ENSP00000228872	9606.ENSP00000351015	0	0	0	0	0.049	0	0	0.419	0.423
CDKN1B	RUNX1	9606.ENSP00000228872	9606.ENSP00000300305	0	0	0	0	0	0	0	0.428	0.428
CDKN1B	PIK3R1	9606.ENSP00000228872	9606.ENSP00000428056	0	0	0	0	0.108	0	0	0.393	0.435
CDKN1B	HRAS	9606.ENSP00000228872	9606.ENSP00000407586	0	0	0	0	0.055	0.053	0	0.430	0.445
CDKN1B	GATA3	9606.ENSP00000228872	9606.ENSP00000368632	0	0	0	0	0.100	0	0	0.417	0.453
CDKN1B	HSP90AA1	9606.ENSP00000228872	9606.ENSP00000335153	0	0	0	0	0.070	0.162	0	0.370	0.466
CDKN1B	NOTCH1	9606.ENSP00000228872	9606.ENSP00000498587	0	0	0	0	0.063	0.045	0	0.464	0.478
CDKN1B	TSC1	9606.ENSP00000228872	9606.ENSP00000298552	0	0	0	0	0.075	0.292	0	0.308	0.508
CDKN1B	KRAS	9606.ENSP00000228872	9606.ENSP00000256078	0	0	0	0	0.062	0.053	0	0.511	0.529
CDKN1B	MTOR	9606.ENSP00000228872	9606.ENSP00000354558	0	0	0	0	0.060	0	0	0.523	0.533
CDKN1B	CHEK2	9606.ENSP00000228872	9606.ENSP00000372023	0	0	0	0	0.105	0	0	0.520	0.552
CDKN1B	MYH11	9606.ENSP00000228872	9606.ENSP00000379616	0	0	0	0	0	0	0.500	0.146	0.554
CDKN1B	PIK3CA	9606.ENSP00000228872	9606.ENSP00000263967	0	0	0	0	0.206	0	0	0.479	0.568
CDKN1B	ESR1	9606.ENSP00000228872	9606.ENSP00000405330	0	0	0	0	0	0	0	0.571	0.571
CDKN1B	SMAD4	9606.ENSP00000228872	9606.ENSP00000341551	0	0	0	0	0.197	0	0	0.489	0.572
CDKN1B	EP300	9606.ENSP00000228872	9606.ENSP00000263253	0	0	0	0	0.074	0	0	0.629	0.642
CDKN1B	JAK2	9606.ENSP00000228872	9606.ENSP00000371067	0	0	0	0	0.087	0.301	0.400	0.367	0.725
CDKN1B	EGFR	9606.ENSP00000228872	9606.ENSP00000275493	0	0	0	0	0	0	0	0.736	0.736
CDKN1B	ERBB2	9606.ENSP00000228872	9606.ENSP00000269571	0	0	0	0	0	0	0	0.739	0.739
CDKN1B	MEN1	9606.ENSP00000228872	9606.ENSP00000337088	0	0	0	0	0.092	0	0	0.793	0.804
CDKN1B	RB1	9606.ENSP00000228872	9606.ENSP00000267163	0	0	0	0	0.049	0.096	0.500	0.626	0.818
CDKN1B	PTEN	9606.ENSP00000228872	9606.ENSP00000361021	0	0	0	0	0.060	0	0	0.831	0.834
CDKN1B	CDKN2A	9606.ENSP00000228872	9606.ENSP00000418915	0	0	0	0	0	0.049	0.500	0.865	0.930
CDKN1B	TP53	9606.ENSP00000228872	9606.ENSP00000269305	0	0	0	0	0	0.076	0.900	0.911	0.991
CDKN2A	FOXA1	9606.ENSP00000418915	9606.ENSP00000250448	0	0	0	0	0.067	0.071	0	0.420	0.453
CDKN2A	KRAS	9606.ENSP00000418915	9606.ENSP00000256078	0	0	0	0	0.055	0.102	0.900	0.917	0.992
CDKN2A	NOTCH2	9606.ENSP00000418915	9606.ENSP00000256646	0	0	0	0	0.064	0.098	0	0.521	0.560
CDKN2A	TBX3	9606.ENSP00000418915	9606.ENSP00000257566	0	0	0	0	0.062	0.046	0	0.397	0.413
CDKN2A	KMT2C	9606.ENSP00000418915	9606.ENSP00000262189	0	0	0	0	0.048	0.070	0	0.584	0.599
CDKN2A	CREBBP	9606.ENSP00000418915	9606.ENSP00000262367	0	0	0	0	0	0	0.500	0.524	0.751
CDKN2A	EP300	9606.ENSP00000418915	9606.ENSP00000263253	0	0	0	0	0.042	0.133	0.500	0.702	0.859
CDKN2A	KDR	9606.ENSP00000418915	9606.ENSP00000263923	0	0	0	0	0.071	0	0	0.522	0.537
CDKN2A	PIK3CA	9606.ENSP00000418915	9606.ENSP00000263967	0	0	0	0	0	0	0	0.791	0.791
CDKN2A	DNMT3A	9606.ENSP00000418915	9606.ENSP00000264709	0	0	0	0	0.042	0.072	0	0.624	0.637
CDKN2A	ERBB3	9606.ENSP00000418915	9606.ENSP00000267101	0	0	0	0	0.066	0.294	0	0.524	0.659
CDKN2A	RB1	9606.ENSP00000418915	9606.ENSP00000267163	0	0	0	0	0	0.052	0	0.842	0.843
CDKN2A	NCOR1	9606.ENSP00000418915	9606.ENSP00000268712	0	0	0	0	0.042	0.091	0	0.371	0.404
CDKN2A	TP53	9606.ENSP00000418915	9606.ENSP00000269305	0	0	0	0	0	0.874	0.900	0.970	0.999
CDKN2A	ERBB2	9606.ENSP00000418915	9606.ENSP00000269571	0	0	0	0	0.062	0.045	0	0.767	0.773
CDKN2A	EGFR	9606.ENSP00000418915	9606.ENSP00000275493	0	0	0	0	0.069	0.045	0	0.906	0.910
CDKN2A	CSF1R	9606.ENSP00000418915	9606.ENSP00000286301	0	0	0	0	0	0	0	0.432	0.432
CDKN2A	TSC1	9606.ENSP00000418915	9606.ENSP00000298552	0	0	0	0	0.042	0.232	0	0.282	0.426
CDKN2A	RUNX1	9606.ENSP00000418915	9606.ENSP00000300305	0	0	0	0	0	0	0	0.698	0.698
CDKN2A	KMT2D	9606.ENSP00000418915	9606.ENSP00000301067	0	0	0	0	0.048	0.070	0	0.584	0.599
CDKN2A	PPM1D	9606.ENSP00000418915	9606.ENSP00000306682	0	0	0	0	0.055	0.091	0	0.475	0.510
CDKN2A	HSP90AA1	9606.ENSP00000418915	9606.ENSP00000335153	0	0	0	0	0.042	0.133	0	0.492	0.541
CDKN2A	MEN1	9606.ENSP00000418915	9606.ENSP00000337088	0	0	0	0	0.045	0.078	0	0.544	0.564
CDKN2A	SMAD4	9606.ENSP00000418915	9606.ENSP00000341551	0	0	0	0	0.042	0.046	0	0.850	0.851
CDKN2A	ERBB4	9606.ENSP00000418915	9606.ENSP00000342235	0	0	0	0	0.066	0.045	0	0.546	0.560
CDKN2A	NF1	9606.ENSP00000418915	9606.ENSP00000351015	0	0	0	0	0.042	0.043	0	0.771	0.772
CDKN2A	MTOR	9606.ENSP00000418915	9606.ENSP00000354558	0	0	0	0	0.042	0.107	0	0.586	0.615
CDKN2A	FUBP1	9606.ENSP00000418915	9606.ENSP00000359804	0	0	0	0	0.042	0.067	0	0.396	0.412
CDKN2A	GNAS	9606.ENSP00000418915	9606.ENSP00000360141	0	0	0	0	0.042	0	0	0.622	0.622
CDKN2A	PTEN	9606.ENSP00000418915	9606.ENSP00000361021	0	0	0	0	0.053	0.188	0	0.908	0.923
CDKN2A	KLF4	9606.ENSP00000418915	9606.ENSP00000363804	0	0	0	0	0	0.091	0	0.482	0.509
CDKN2A	KDM6A	9606.ENSP00000418915	9606.ENSP00000367203	0	0	0	0	0.052	0.107	0	0.585	0.618
CDKN2A	GATA3	9606.ENSP00000418915	9606.ENSP00000368632	0	0	0	0	0	0.049	0	0.643	0.646
CDKN2A	PTPRD	9606.ENSP00000418915	9606.ENSP00000370593	0	0	0	0	0	0.053	0	0.480	0.486
CDKN2A	JAK2	9606.ENSP00000418915	9606.ENSP00000371067	0	0	0	0	0	0.095	0	0.576	0.599
CDKN2A	CHEK2	9606.ENSP00000418915	9606.ENSP00000372023	0	0	0	0	0.044	0	0	0.758	0.758
CDKN2A	LRP1B	9606.ENSP00000418915	9606.ENSP00000374135	0	0	0	0	0	0	0	0.505	0.505
CDKN2A	ESR1	9606.ENSP00000418915	9606.ENSP00000405330	0	0	0	0	0	0	0	0.667	0.667
CDKN2A	FAT1	9606.ENSP00000418915	9606.ENSP00000406229	0	0	0	0	0.042	0	0	0.597	0.597
CDKN2A	HRAS	9606.ENSP00000418915	9606.ENSP00000407586	0	0	0	0	0.055	0.160	0.900	0.893	0.990
CDKN2A	FGFR2	9606.ENSP00000418915	9606.ENSP00000410294	0	0	0	0	0	0	0	0.592	0.592
CDKN2A	MAP2K4	9606.ENSP00000418915	9606.ENSP00000410402	0	0	0	0	0.042	0.045	0	0.418	0.421
CDKN2A	H3C2	9606.ENSP00000418915	9606.ENSP00000484841	0	0	0	0	0.048	0.078	0	0.383	0.411
CDKN2A	POLD1	9606.ENSP00000418915	9606.ENSP00000472445	0	0	0	0	0.070	0	0	0.393	0.411
CDKN2A	JAK1	9606.ENSP00000418915	9606.ENSP00000499900	0	0	0	0	0.042	0.095	0	0.430	0.462
CDKN2A	NTRK1	9606.ENSP00000418915	9606.ENSP00000431418	0	0	0	0	0	0.095	0	0.479	0.508
CDKN2A	PIK3R1	9606.ENSP00000418915	9606.ENSP00000428056	0	0	0	0	0.042	0	0	0.525	0.525
CDKN2A	FBXW7	9606.ENSP00000418915	9606.ENSP00000474725	0	0	0	0	0	0.049	0	0.661	0.663
CDKN2A	NOTCH1	9606.ENSP00000418915	9606.ENSP00000498587	0	0	0	0	0.064	0.098	0	0.698	0.723
CDKN2A	CTCF	9606.ENSP00000418915	9606.ENSP00000494538	0	0	0	0	0.042	0.091	0	0.783	0.794
CHEK2	KRAS	9606.ENSP00000372023	9606.ENSP00000256078	0	0	0	0	0.049	0	0	0.532	0.536
CHEK2	EP300	9606.ENSP00000372023	9606.ENSP00000263253	0	0	0	0	0	0	0	0.400	0.400
CHEK2	PIK3CA	9606.ENSP00000372023	9606.ENSP00000263967	0	0	0	0	0.059	0	0	0.507	0.516
CHEK2	RB1	9606.ENSP00000372023	9606.ENSP00000267163	0	0	0	0	0.240	0.292	0	0.370	0.631
CHEK2	TP53	9606.ENSP00000372023	9606.ENSP00000269305	0	0	0	0	0.072	0.833	0.750	0.992	0.999
CHEK2	ERBB2	9606.ENSP00000372023	9606.ENSP00000269571	0	0	0	0.557	0.049	0.225	0	0.281	0.423
CHEK2	KMT2D	9606.ENSP00000372023	9606.ENSP00000301067	0	0	0	0	0.066	0.239	0	0.247	0.418
CHEK2	PPM1D	9606.ENSP00000372023	9606.ENSP00000306682	0	0	0	0	0.049	0.555	0	0.822	0.918
CHEK2	HSP90AA1	9606.ENSP00000372023	9606.ENSP00000335153	0	0	0	0	0.049	0.071	0	0.401	0.425
CHEK2	MEN1	9606.ENSP00000372023	9606.ENSP00000337088	0	0	0	0	0.062	0	0	0.447	0.459
CHEK2	SMAD4	9606.ENSP00000372023	9606.ENSP00000341551	0	0	0	0	0.087	0	0	0.446	0.472
CHEK2	NF1	9606.ENSP00000372023	9606.ENSP00000351015	0	0	0	0	0.049	0.071	0	0.596	0.612
CHEK2	ELN	9606.ENSP00000372023	9606.ENSP00000351807	0	0	0	0	0	0.517	0	0.293	0.644
CHEK2	MTOR	9606.ENSP00000372023	9606.ENSP00000354558	0	0	0	0	0.049	0.127	0	0.406	0.464
CHEK2	PTEN	9606.ENSP00000372023	9606.ENSP00000361021	0	0.008	0	0	0	0.082	0	0.802	0.810
CHEK2	NOTCH1	9606.ENSP00000372023	9606.ENSP00000498587	0	0	0	0	0	0.093	0	0.365	0.400
CHEK2	HRAS	9606.ENSP00000372023	9606.ENSP00000407586	0	0	0	0	0	0	0	0.426	0.426
CHEK2	H3C2	9606.ENSP00000372023	9606.ENSP00000484841	0	0	0	0	0.055	0.159	0	0.393	0.476
CHEK2	ESR1	9606.ENSP00000372023	9606.ENSP00000405330	0	0	0	0	0	0	0	0.538	0.538
CHEK2	NUMA1	9606.ENSP00000372023	9606.ENSP00000377298	0	0	0	0	0	0.126	0	0.498	0.542
CHEK2	UBR5	9606.ENSP00000372023	9606.ENSP00000429084	0	0	0	0	0.042	0.292	0	0.580	0.690
CHEK2	POLD1	9606.ENSP00000372023	9606.ENSP00000472445	0	0	0	0	0.163	0.297	0	0.613	0.753
CLTC	MYH9	9606.ENSP00000479606	9606.ENSP00000216181	0	0	0	0	0.063	0.168	0	0.553	0.622
CLTC	PIK3CA	9606.ENSP00000479606	9606.ENSP00000263967	0	0	0	0	0.065	0.140	0.500	0.152	0.613
CLTC	TP53	9606.ENSP00000479606	9606.ENSP00000269305	0	0	0	0	0	0.420	0	0.499	0.697
CLTC	ERBB2	9606.ENSP00000479606	9606.ENSP00000269571	0	0	0	0	0	0.292	0	0.252	0.448
CLTC	EGFR	9606.ENSP00000479606	9606.ENSP00000275493	0	0	0	0	0.044	0.103	0.500	0.397	0.707
CLTC	HSP90AA1	9606.ENSP00000479606	9606.ENSP00000335153	0	0	0	0	0.108	0	0	0.376	0.420
CLTC	PTEN	9606.ENSP00000479606	9606.ENSP00000361021	0	0	0	0	0.042	0.305	0	0.174	0.402
CLTC	PIK3R1	9606.ENSP00000479606	9606.ENSP00000428056	0	0	0	0	0.049	0	0.400	0.108	0.446
CLTC	NTRK1	9606.ENSP00000479606	9606.ENSP00000431418	0	0	0	0	0	0.060	0.500	0.254	0.618
CREBBP	KRAS	9606.ENSP00000262367	9606.ENSP00000256078	0	0	0	0	0.078	0	0	0.481	0.502
CREBBP	NOTCH2	9606.ENSP00000262367	9606.ENSP00000256646	0	0	0	0	0.049	0.065	0.500	0.639	0.818
CREBBP	KMT2C	9606.ENSP00000262367	9606.ENSP00000262189	0	0	0	0	0.249	0.110	0	0.755	0.822
CREBBP	MTOR	9606.ENSP00000262367	9606.ENSP00000354558	0	0	0	0	0.100	0	0	0.374	0.412
CREBBP	KMT5A	9606.ENSP00000262367	9606.ENSP00000384629	0	0	0	0	0.078	0.091	0	0.356	0.414
CREBBP	HSP90AA1	9606.ENSP00000262367	9606.ENSP00000335153	0	0.005	0	0	0.066	0	0	0.398	0.415
CREBBP	FAT1	9606.ENSP00000262367	9606.ENSP00000406229	0	0	0	0	0	0	0	0.423	0.423
CREBBP	JAK2	9606.ENSP00000262367	9606.ENSP00000371067	0	0	0	0	0.082	0.047	0	0.423	0.451
CREBBP	JAK1	9606.ENSP00000262367	9606.ENSP00000499900	0	0	0	0	0.157	0.047	0	0.395	0.472
CREBBP	CUX1	9606.ENSP00000262367	9606.ENSP00000353401	0	0	0	0	0.107	0.292	0	0.251	0.485
CREBBP	MECOM	9606.ENSP00000262367	9606.ENSP00000264674	0	0	0	0	0.081	0.328	0	0.270	0.510
CREBBP	ZMYM3	9606.ENSP00000262367	9606.ENSP00000322845	0	0	0	0	0.097	0.065	0	0.480	0.522
CREBBP	DNMT3A	9606.ENSP00000262367	9606.ENSP00000264709	0	0	0	0	0.067	0	0	0.512	0.525
CREBBP	RB1	9606.ENSP00000262367	9606.ENSP00000267163	0	0	0	0	0.055	0.093	0	0.512	0.545
CREBBP	NF1	9606.ENSP00000262367	9606.ENSP00000351015	0	0	0	0	0.171	0	0	0.476	0.547
CREBBP	PTEN	9606.ENSP00000262367	9606.ENSP00000361021	0	0	0	0	0.075	0.088	0	0.511	0.552
CREBBP	SPEN	9606.ENSP00000262367	9606.ENSP00000364912	0	0	0	0	0.307	0	0	0.396	0.563
CREBBP	DDX3X	9606.ENSP00000262367	9606.ENSP00000494040	0	0	0	0	0.065	0.313	0	0.375	0.563
CREBBP	SETDB1	9606.ENSP00000262367	9606.ENSP00000271640	0	0	0	0	0.198	0.270	0	0.343	0.582
CREBBP	KAT6B	9606.ENSP00000262367	9606.ENSP00000287239	0	0	0	0	0.221	0	0	0.485	0.582
